Country,Sector,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Croatia,3.B  Manure Management,776.3343671,775.0041327,615.205482,636.1700064,632.8716253,600.8321459,590.9641016,592.0005092,590.1083975,639.0884576,617.9733217,634.9408392,647.2275894,687.3029408,722.3236618,681.6076072,752.1391036,722.3498839,666.5217714,709.9897583,721.8363756,692.5723786,676.7898835,639.1099964,642.0522306,641.7381523,635.0920076,616.9879971,574.8809285,564.8026791,534.7645262,529.6931987
Croatia,3.C  Rice Cultivation,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.1  Irrigated,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.1.a  Continuously Flooded,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.1.b  Intermittently Flooded,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.1.b.i  Single Aeration,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.1.b.ii  Multiple Aeration,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.2  Rainfed,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.2.a  Flood Prone,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.2.b  Drought Prone,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.3  Deep Water,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.3.a  Water Depth 50-100 cm,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.3.b  Water Depth > 100 cm,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.C.4  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.D  Agricultural Soils,1261.956477,1253.04482,1163.3112,992.1589567,996.0842634,968.07456,977.5116085,1125.922361,981.883778,1046.343466,1064.644326,1136.556959,1112.110341,1041.633066,1115.069636,1135.949528,1146.284787,1136.121814,1405.12029,946.849454,1021.410275,1101.489037,999.9550525,856.3963293,811.3693632,882.3295645,836.9503224,952.2446033,963.9475371,960.3819399,979.6311546,989.0890111
Croatia,3.D.1  Direct N₂O Emissions From Managed Soils,952.2968299,946.0697132,876.141977,748.0772895,750.8616431,730.8003175,737.9946522,850.7227785,743.5557233,791.0111383,802.2092102,857.0056374,839.2200737,783.3063526,840.0126561,856.631098,864.7877393,856.1087254,1063.766075,716.2257626,771.1593252,832.4007346,755.6632596,649.9663211,614.5808241,667.9067559,635.8058516,721.0612101,731.3181577,728.7784925,744.4825782,751.581321
Croatia,3.D.1.a  Inorganic N Fertilizers,447.3000974,452.7188972,519.7798925,380.4449382,403.5640143,389.0089675,409.721235,513.6727148,396.6335241,439.8378441,491.4065357,534.4569214,501.6673357,473.1503071,489.6283857,505.1653357,515.8479779,543.2244086,708.5623757,378.0884093,455.3450707,520.598595,445.09718,324.4794771,306.8256083,364.0739221,301.1611429,409.8156857,414.0141186,406.0994771,412.1122893,425.5483571
Croatia,3.D.1.b  Organic N Fertilizers,209.9145157,203.7261624,162.850382,162.8295305,158.0732385,149.5026902,143.4937464,141.9540826,138.9465672,146.0468436,140.5586773,141.2097638,141.516465,146.0663684,147.3974097,137.5596392,142.2022457,133.4336642,124.3219254,128.6407719,125.9269834,118.5163065,116.4867163,109.7265364,111.7824696,111.1397569,110.6693226,109.5572007,102.8307831,103.216479,99.56571111,96.72522209
Croatia,3.D.1.b.i  Animal Manure Applied to Soils,209.9145157,203.7261624,162.850382,162.8295305,158.0732385,149.5026902,143.4937464,141.9540826,138.9465672,146.0468436,140.5586773,141.2097638,141.516465,146.0663684,147.3974097,137.5591531,142.2012736,133.4325301,124.3193331,128.5664035,125.8566656,118.4056451,116.3318227,109.472647,111.6335708,110.925725,110.4173774,109.3481915,102.5535624,103.1153509,99.46379888,96.61207846
Croatia,3.D.1.b.ii  Sewage Sludge Applied to Soils,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000486068,0.000972136,0.001134158,0.002592362,0.074368379,0.070317814,0.110661444,0.154893618,0.253889434,0.148898781,0.214031871,0.251945163,0.20900917,0.27722069,0.101128034,0.101912223,0.113143631
Croatia,3.D.1.b.iii  Other Organic Fertilizers Applied to Soils,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Croatia,3.D.1.c  Urine and Dung Deposited by Grazing Animals,119.5114896,111.1294162,84.23000564,79.23838699,70.329323,65.86776711,60.3887918,59.12709016,54.35944642,55.72683511,56.05190203,56.25167349,57.02349404,55.9828232,64.19612405,67.64856558,58.21019749,53.92233339,51.85104826,48.74161054,47.73530873,47.33538469,49.738984,46.12318895,44.99059918,44.89840331,46.51772216,47.66828328,47.23815973,48.76532015,49.70999401,49.66308552
Croatia,3.D.1.d  Crop Residues,166.4756681,169.3540628,100.0944067,116.3310281,109.6155459,117.0952557,115.0191265,126.5510227,144.1522017,139.8895162,104.6358802,115.4849481,129.3643328,98.41229209,129.0500594,136.4707646,138.6944097,114.3343362,166.4756681,146.838839,126.8747559,129.3582831,126.4332552,151.7791847,133.1734032,130.03512,159.7473006,136.3588672,149.6231132,153.1344234,165.5809811,162.1802437
Croatia,3.D.1.e  Mineralization/Immobilization Associated with Loss/Gain of Soil Organic Matter,0.148540945,0.194656535,0.240772124,0.286887713,0.333003302,0.379118892,0.425234481,0.47135007,0.517465659,0.563581248,0.609696838,0.655812427,0.701928016,0.748043605,0.794159195,0.840274784,0.886390373,2.24746484,3.608539307,4.969613773,6.33068824,7.645647118,8.960605995,8.911415822,8.862225649,8.813035475,8.763845302,8.714655129,8.665464955,8.616274782,8.567084609,8.517894436
Croatia,3.D.1.f  Cultivation of Organic Soils,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114,8.946518114
Croatia,3.D.1.g  Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3.D.2  Indirect N₂O Emissions From Managed Soils,309.6596467,306.9751068,287.1692228,244.0816672,245.2226203,237.2742425,239.5169563,275.1995828,238.3280547,255.3323273,262.4351157,279.5513214,272.8902672,258.3267132,275.0569802,279.3184301,281.4970476,280.0130887,341.3542147,230.6236914,250.2509496,269.0883019,244.2917929,206.4300082,196.7885392,214.4228085,201.1444707,231.1833932,232.6293795,231.6034473,235.1485763,237.5076901
Croatia,3.D.2.a  Atmospheric Deposition,104.39903,102.5391854,96.99697396,82.37297909,82.39211533,78.62541147,78.79921699,88.86182048,75.83816849,81.99935197,86.3395885,90.96152784,88.0883686,86.01704851,89.76886477,90.16110397,90.38045651,90.66797061,105.1162357,72.43851458,79.55454315,84.56238856,77.06105479,62.95090915,61.32359611,66.92877991,60.87003969,71.73533463,70.79428756,70.36392897,70.40123718,71.16537358
Croatia,3.D.2.b  Nitrogen Leaching and Run-off,205.2606167,204.4359214,190.1722488,161.7086881,162.8305049,158.648831,160.7177393,186.3377623,162.4898862,173.3329753,176.0955272,188.5897936,184.8018986,172.3096647,185.2881154,189.1573261,191.1165911,189.3451181,236.2379791,158.1851768,170.6964064,184.5259134,167.2307381,143.4790991,135.4649431,147.4940286,140.2744311,159.4480586,161.8350919,161.2395184,164.7473392,166.3423165
Croatia,3.E  Prescribed Burning of Savannas,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.E.1  Forest Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.E.2  Grassland,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.F  Field Burning of Agricultural Residues,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.F.1  Cereals,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.F.1.a  Wheat,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.F.1.b  Barley,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.F.1.c  Maize,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.F.1.d  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.F.2  Pulses,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.F.3  Tubers and Roots,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.F.4  Sugar Cane,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.F.5  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,3.G  Liming,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,14.48791038,17.47793733,16.60339955,20.77734171,11.92240465,21.45902129,21.32308849,14.38070259,14.22580278,19.99424462,12.09209685,11.20181469,10.91724143,4.62088,2.068143,6.886916667,18.69512333
Croatia,3.G.1  Limestone CaCO₃,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,14.48791038,17.47793733,16.60339955,20.77734171,11.92240465,21.45902129,21.32308849,14.38070259,14.22580278,19.99424462,12.09209685,11.20181469,10.91724143,4.62088,0.96976,3.2428,8.7428
Croatia,3.G.2  Dolomite CaMg(CO₃)₂,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.098383,3.644116667,9.952323333
Croatia,3.H  Urea Application,50.01973428,50.9463638,65.5116,52.13926667,47.56986667,46.29386667,52.43993333,68.38773333,44.2486,50.48706667,60.86593333,92.09493333,80.7554,71.7926,75.94033333,70.97346667,63.18913333,72.721,75.8252,65.04006667,66.57826267,83.85522567,86.85329547,60.3888516,49.47255133,57.2476014,64.9644094,70.21053087,67.621972,73.5916896,88.289652,84.15438533
Croatia,3.I  Other Carbon-containing Fertilizers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3.J  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,"4.  Land Use, Land-Use Change and Forestry",-6312.199831,-7483.192403,-7582.257996,-7748.527306,-8017.712733,-8504.695446,-8150.072108,-7541.741348,-7348.551817,-8143.070805,-6695.427797,-7941.174329,-8222.679832,-7399.383938,-7728.327243,-7968.676276,-7785.636946,-6636.20207,-6839.6782,-6941.498514,-6887.629022,-5618.13934,-5180.86941,-6147.738032,-6006.080027,-5698.398832,-5708.492843,-4895.733419,-5503.825393,-5735.838098,-5666.789615,-5802.36586
Croatia,4.A  Forest Land,-6456.272201,-8113.363223,-8278.958786,-8247.277755,-8389.785146,-8853.830068,-8531.558324,-8040.693312,-7729.283248,-8442.320292,-6989.42728,-8133.633414,-8450.315271,-7776.373176,-8150.537135,-8259.716026,-8119.798865,-7241.701941,-7459.701219,-7842.299127,-7705.507183,-6487.805244,-6032.132527,-6572.183774,-6292.687204,-5797.05822,-5681.598682,-4649.250249,-5482.578115,-5723.689596,-5782.70147,-5816.595463
Croatia,4.A.1  Forest Land Remaining Forest Land,-6427.865271,-8088.058683,-8253.082334,-8222.660833,-8363.956213,-8827.567153,-8505.555745,-8016.467034,-7702.47742,-8414.648039,-6962.562396,-8103.847815,-8420.05258,-7747.009436,-8120.299611,-8261.875357,-8113.84762,-7249.38506,-7420.355634,-7827.970664,-7669.717059,-6457.475934,-5957.889866,-6491.799537,-6203.942929,-5668.599026,-5467.276991,-4486.33998,-5248.543481,-5478.121687,-5531.370634,-5565.943139
Croatia,4.A.2  Land Converted to Forest Land,-28.40692967,-25.30453996,-25.87645188,-24.61692191,-25.8289326,-26.26291537,-26.00257973,-24.22627813,-26.80582831,-27.67225313,-26.86488383,-29.78559969,-30.26269059,-29.36374016,-30.23752407,2.159331066,-5.951245179,7.683118712,-39.34558524,-14.32846397,-35.79012409,-30.32931005,-74.24266119,-80.38423712,-88.74427569,-128.4591936,-214.3216916,-162.9102688,-234.034634,-245.5679095,-251.3308363,-250.6523249
Croatia,4.A.2.a  Cropland Converted to Forest Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.27E-07,0.262015333,0.500938453,0.137057544,0.036368212,-0.966056415,-1.255918438,-2.166481587,-3.767908991,-4.401087272,-6.442440846,-6.355364286,-5.051988255,-18.26604967,-18.26604967,-18.26604967,-18.26604967,-18.26604967,-18.26604967
Croatia,4.A.2.b  Grassland Converted to Forest Land,-28.40692967,-25.30453996,-25.87645188,-24.65546162,-25.8289326,-26.61047348,-26.54563928,-28.11528523,-27.71921944,-27.67225313,-29.60260469,-29.99336376,-30.27670503,-31.30999574,-30.49953941,1.045260863,-6.999241323,2.589639827,-40.87830348,-14.87340107,-34.25429231,-28.43548204,-78.33887925,-74.31913507,-82.91410254,-128.7852467,-208.7145352,-180.9805088,-218.238279,-236.2798605,-240.3211133,-238.5880153
Croatia,4.A.2.c  Wetlands Converted to Forest Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.A.2.d  Settlements Converted to Forest Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.A.2.e  Other Land Converted to Forest Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.B  Cropland,118.4216066,131.5768474,133.8665296,136.1562118,138.445894,140.7355762,143.0252585,145.3149407,147.6046229,149.8943051,152.1839873,154.4736695,156.7633517,159.0530339,163.1922335,164.8805775,167.0019185,380.2771439,403.0959936,445.4766331,457.9650742,484.8625754,504.7856783,316.3220561,308.2402965,362.0429945,302.5536195,302.0064008,290.8466543,287.5239745,283.3546181,279.4772554
Croatia,4.B.1  Cropland Remaining Cropland,89.05923378,98.27743667,97.82686022,97.37628377,96.92570731,96.47513086,96.0245544,95.57397795,95.12340149,94.67282504,94.22224859,93.77167213,93.32109568,92.87051922,92.41994277,91.96936631,91.51878986,283.8316534,292.6629972,301.4943411,310.325685,319.6076053,328.8895256,136.2428522,137.6835736,175.6969153,137.8304489,144.875979,137.745498,138.4520838,138.311993,138.4638958
Croatia,4.B.2  Land Converted to Cropland,29.36237284,33.29941076,36.03966942,38.77992808,41.52018673,44.26044539,47.00070405,49.74096271,52.48122136,55.22148002,57.96173868,60.70199734,63.44225599,66.18251465,70.77229074,72.91121119,75.48312863,96.4454905,110.4329964,143.982292,147.6393892,165.2549701,175.8961526,180.0792039,170.5567228,186.3460792,164.7231706,157.1304219,153.1011563,149.0718907,145.0426251,141.0133596
Croatia,4.B.2.a  Forest Land Converted to Cropland,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.849517427,1.248179225,1.079838009,9.595217876,5.267960084,20.50249211,5.844825678,7.885901597,2.952579128,3.897598487,-1.595617025,18.2230049,0.629361909,-2.934121309,-2.934121309,-2.934121309,-2.934121309,-2.934121309
Croatia,4.B.2.b  Grassland Converted to Cropland,29.36237284,33.29941076,36.03966942,38.77992808,41.52018673,44.26044539,47.00070405,49.74096271,52.48122136,55.22148002,57.96173868,60.70199734,63.44225599,66.18251465,68.92277331,71.66303197,74.40329062,86.85027263,105.1650363,123.4797999,141.7945636,157.3690685,172.9435735,176.1816054,172.1523399,168.1230743,164.0938087,160.0645432,156.0352776,152.006012,147.9767465,143.9474809
Croatia,4.B.2.c  Wetlands Converted to Cropland,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.B.2.d  Settlements Converted to Cropland,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.B.2.e  Other Land Converted to Cropland,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.C  Grassland,-7.655502651,4.346785354,2.907791921,0.00350059,-6.175059769,-10.90243853,-12.81331475,-17.7415344,-13.0277114,-24.10643211,-12.1681822,-20.33825553,-35.89371954,-41.61819905,-57.69272326,-59.3629805,-82.36616246,-96.54342348,-129.8136855,-128.7966493,-149.1480111,-153.8037677,-184.89326,-218.304901,-233.7897826,-266.5910596,-305.2092527,-279.2544171,-314.5864482,-316.4093685,-310.5813475,-305.3631787
Croatia,4.C.1  Grassland Remaining Grassland,2.29642266,2.44096358,5.216325459,5.372654689,3.788300937,3.148995551,4.967422313,4.893025527,13.1048507,5.523476146,22.53006947,8.282767531,3.695220049,9.594789179,4.084554204,3.263064059,3.313761174,6.607597034,4.031110586,2.532139634,2.316667052,9.234849507,7.896480125,3.054684151,2.122610308,5.338810674,5.081028149,17.81793999,3.010110066,2.977186473,9.400442035,5.386205093
Croatia,4.C.2  Land Converted to Grassland,-9.951925311,1.905821774,-2.308533538,-5.3691541,-9.963360706,-14.05143408,-17.78073706,-22.63455993,-26.1325621,-29.62990825,-34.69825168,-28.62102306,-39.58893959,-51.21298823,-61.77727747,-62.62604456,-85.67992363,-103.1510205,-133.8447961,-131.3287889,-151.4646782,-163.0386172,-192.7897401,-221.3595851,-235.9123929,-271.9298703,-310.2902808,-297.0723571,-317.5965582,-319.386555,-319.9817896,-310.7493838
Croatia,4.C.2.a  Forest Land Converted to Grassland,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.C.2.b  Cropland Converted to Grassland,-9.951925311,1.905821774,-2.308533538,-5.3691541,-9.963360706,-14.05143408,-17.78073706,-22.63455993,-26.1325621,-29.62990825,-34.69825168,-28.62102306,-39.58893959,-51.21298823,-61.77727747,-62.62604456,-85.67992363,-103.1510205,-133.8447961,-131.3287889,-151.4646782,-163.0386172,-192.7897401,-221.3595851,-235.9123929,-271.9298703,-310.2902808,-297.0723571,-317.5965582,-319.386555,-319.9817896,-310.7493838
Croatia,4.C.2.c  Wetlands Converted to Grassland,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.C.2.d  Settlements Converted to Grassland,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.C.2.e  Other Land Converted to Grassland,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.D  Wetlands,87.11288027,76.96322491,73.48813713,70.01304936,66.53796159,63.06287381,59.58778604,56.11269827,52.63761049,49.16252272,45.68743494,41.45387242,37.71909441,33.98431641,30.24953841,26.5147604,22.7799824,19.89081257,16.44555795,13.00030334,9.555048725,9.584881884,9.614715044,10.51608617,10.84432069,11.1725552,11.50078972,11.82902424,12.15725875,12.48549327,12.81372779,13.40165253
Croatia,4.D.1  Wetlands Remaining Wetlands,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.D.1.a  Peat Extraction Remaining Peat Extraction,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.D.1.b  Flooded Land Remaining Flooded Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.D.1.c  Other Wetlands Remaining Other Wetlands,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.D.2  Land Converted to Wetlands,87.11288027,76.96322491,73.48813713,70.01304936,66.53796159,63.06287381,59.58778604,56.11269827,52.63761049,49.16252272,45.68743494,41.45387242,37.71909441,33.98431641,30.24953841,26.5147604,22.7799824,19.89081257,16.44555795,13.00030334,9.555048725,9.584881884,9.614715044,10.51608617,10.84432069,11.1725552,11.50078972,11.82902424,12.15725875,12.48549327,12.81372779,13.40165253
Croatia,4.E  Settlements,264.0457404,241.0451508,233.6099666,226.1747824,218.7561795,211.3323658,203.9544395,195.2978603,189.8385949,182.5591786,177.958904,322.994597,371.3808706,416.3898389,466.7649138,507.7276085,549.7110678,611.2246734,655.6325511,750.0904854,748.6619635,797.7851907,841.5836016,742.09205,739.918235,756.181563,744.3352853,748.2839996,751.9931361,756.4163004,759.8624923,711.9885094
Croatia,4.E.1  Settlements Remaining Settlements,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Croatia,4.E.2  Land Converted to Settlements,264.0457404,241.0451508,233.6099666,226.1747824,218.7561795,211.3323658,203.9544395,195.2978603,189.8385949,182.5591786,177.958904,322.994597,371.3808706,416.3898389,466.7649138,507.7276085,549.7110678,611.2246734,655.6325511,750.0904854,748.6619635,797.7851907,841.5836016,742.09205,739.918235,756.181563,744.3352853,748.2839996,751.9931361,756.4163004,759.8624923,711.9885094
Croatia,4.E.2.a  Forest Land Converted to Settlements,2.351603924,2.227835296,2.104066669,1.980298041,3.539087162,2.383010396,2.259241768,3.119088234,6.420603321,5.370736199,12.19104857,11.60825507,15.41277453,14.54485205,27.44793176,27.77370694,28.27128352,42.38628451,49.14519515,97.69135844,55.14453112,50.27694644,46.2753999,42.34480879,34.68108641,48.5834122,32.11557938,31.35371787,30.35488125,31.41777748,29.4354122,27.76355578
Croatia,4.E.2.b  Cropland Converted to Settlements,146.330394,131.1139338,127.1524434,123.190953,118.122304,114.9204191,111.0003305,105.5734556,100.7361247,97.61020059,90.95396857,188.8124201,213.4051835,238.7174839,258.2972204,280.2137856,302.7272888,329.1587491,348.8688581,374.2925647,396.3670986,426.1516007,451.6504272,382.005028,385.2166271,386.3349925,389.0109335,391.6031912,394.1515951,395.8856531,398.8710323,373.6496265
Croatia,4.E.2.c  Grassland Converted to Settlements,115.3637424,107.7033817,104.3534565,101.0035313,97.09478834,94.02893633,90.69486721,86.60531644,82.68186688,79.57824177,74.81388688,122.5739218,142.5629125,163.1275029,181.0197617,199.740116,218.7124955,239.6796398,257.6184979,278.1065623,297.1503338,321.3566436,343.6577745,317.7422132,320.0205214,321.2631582,323.2087724,325.3270905,327.4866598,329.1128698,331.5560477,310.5753272
